,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,History,Adventure,Comedy,Documentary,Action,Mystery,Western,Fantasy,Drama,Music,Romance,Sport,Sci-Fi,War,Film-Noir,Family,Crime,Short,Biography,Animation,Horror,News,Thriller,Musical
Kevin Hart: Laugh at My Pain,1.0,0.0049261083743842365,0.2538699690402477,0.0006521739130434783,0.004130434782608696,0.00048750000000000003,0.010132484413972527,0.0020937897061060187,0.0008344372877742756,0.023255813953488372,0.0013836726625815379,0.004714234054215005,0.9499999999999993,0.0009854014598540146,0.7662337662337662,0.04520917678812417,0.0017593123209169055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kill List,1.0,0.31280788177339897,0.27244582043343657,0.009304347826086957,0.010695652173913044,0.0008015625000000001,3.436529208851345e-05,0.015235900504154734,0.00193230094559408,0.0,0.04111484483099427,0.00011899572046215883,0.9499999999999993,0.0018759124087591242,0.6103896103896104,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
The Innkeepers,1.0,0.3583743842364532,0.2910216718266254,0.010565217391304348,0.0032173913043478265,0.0015140625,0.00010169417734201422,0.01612951906159399,0.00190641511732371,0.0,0.04862621071357976,0.00017851953307553768,0.9499999999999993,0.0009343065693430657,0.5064935064935064,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Conformist,1.0,0.14655172413793105,0.3065015479876161,0.04230434782608696,0.0020869565217391307,0.0004984375000000001,0.03293045731801466,0.01053878097409157,0.0007613478903049961,0.023255813953488372,0.0197667523225934,0.00017851953307553768,0.5399999999999991,0.0006569343065693431,0.844155844155844,0.032388663967611336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interview with the Assassin,1.0,0.03694581280788178,0.25077399380804954,0.007304347826086957,0.0009130434782608696,0.00016875,6.20205751650627e-05,0.0009800214113373563,0.00037001507468822806,0.0,0.005930025696778019,0.00017851953307553768,0.8599999999999994,0.0005255474452554744,0.6493506493506492,0.04048582995951418,0.0004670487106017192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donkey Punch,1.0,0.13916256157635468,0.28482972136222917,0.00017391304347826088,0.008739130434782609,0.0015625,2.3952483668810444e-05,0.005545761259445873,0.0023723600261903676,0.0,0.014429729195493181,0.000214233820643565,0.9200000000000017,0.0017007299270072993,0.4675324675324676,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
All the Boys Love Mandy Lane,1.0,0.2857142857142857,0.2569659442724458,0.005608695652173913,0.012173913043478262,0.0014609375,0.03293045731801466,0.015354852378356912,0.0033042498439236827,0.023255813953488372,0.02530144297291955,0.00017851953307553768,0.8999999999999986,0.00445985401459854,0.5194805194805194,0.07894736842105264,0.005730659025787966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bled,1.0,0.008620689655172414,0.27244582043343657,0.00013043478260869567,0.005130434782608696,0.0011203125,0.03293045731801466,0.0005006631123136494,0.001700851186941361,0.0,0.005732358173552086,0.00017851953307553768,0.9299999999999997,0.0009781021897810219,0.1948051948051948,0.04520917678812417,0.0003667621776504298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
High Noon,0.0,0.18719211822660098,0.24148606811145515,0.006956521739130435,0.01882608695652174,0.001559375,0.03293045731801466,0.047455288002608655,0.00380064866840254,0.0,0.06562561771101008,0.00017851953307553768,0.35999999999999943,0.004197080291970803,0.844155844155844,0.01282051282051283,0.008595988538681949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hoop Dreams,1.0,0.06403940886699508,0.5046439628482973,0.001,8.695652173913044e-05,1.09375e-05,0.01029637142028728,0.011229412004907208,2.284043670914988e-05,0.0,0.014429729195493181,0.0001666147705528619,0.7800000000000011,4.37956204379562e-05,0.8701298701298702,0.010121457489878555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rize,1.0,0.05911330049261084,0.24458204334365327,0.0013043478260869566,0.0006086956521739131,0.000409375,0.004310880332209483,0.0016996506602420817,0.0004887853455758075,0.0,0.00889503854516703,0.004714234054215005,0.8900000000000006,0.00016788321167883211,0.7142857142857142,0.010121457489878555,0.0025873925501432664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destiny,1.0,0.003694581280788177,0.2569659442724458,0.01582608695652174,0.02465217391304348,0.034375,0.03293045731801466,0.0018251123385050767,0.04047020845705237,0.0,0.00197667523225934,0.004714234054215005,0.9800000000000004,0.029197080291970805,0.844155844155844,0.07894736842105264,0.002865329512893983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.I.E.,1.0,0.07758620689655173,0.2786377708978328,0.0022608695652173915,0.001565217391304348,0.000125,0.0015011945637197965,0.005032670339379758,0.0003182434181474883,0.023255813953488372,0.021348092508400873,0.0001666147705528619,0.8500000000000014,0.0004890510948905109,0.7272727272727273,0.04520917678812417,0.0012034383954154728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sisterhood of Night,1.0,0.027093596059113302,0.30030959752321984,0.0,0.008478260869565218,0.0009390625,0.03293045731801466,0.0007983386980036798,0.0024073820291443974,0.0,0.003162680371614944,0.00023804334568891652,0.9800000000000004,0.003824817518248175,0.6103896103896104,0.07894736842105264,0.001498567335243553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B-Girl,1.0,0.008620689655172414,0.25077399380804954,0.0,0.013521739130434784,0.000965625,0.03293045731801466,0.0003231230015641284,0.00377019475279034,0.0,0.001779007709033406,0.004714234054215005,0.9299999999999997,0.004321167883211679,0.3116883116883117,0.07894736842105264,0.0008681948424068769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Nelson,1.0,0.25492610837438423,0.3065015479876161,0.0013478260869565217,0.0030869565217391307,0.051562500000000004,0.0035434462268352407,0.04194681016642018,0.05136661946309747,0.046511627906976744,0.03716149436647559,0.0001666147705528619,0.8999999999999986,0.003788321167883212,0.7272727272727273,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naturally Native,1.0,0.0012315270935960591,0.30959752321981426,0.0,0.010260869565217393,0.001175,1.3604106062665397e-05,5.799643617817689e-05,0.0026845126612154158,0.09302325581395349,0.0009883376161296698,0.0001666147705528619,0.8200000000000003,0.002058394160583942,0.6363636363636364,0.07894736842105264,0.00029226361031518626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hav Plenty,1.0,0.02955665024630542,0.23839009287925697,0.0009130434782608696,0.0020869565217391307,0.0007265625,0.00302642708055496,0.00048172550050036724,0.0010872047873555343,0.046511627906976744,0.00691836331290769,0.00015471000803018612,0.8099999999999987,0.0012408759124087592,0.6363636363636364,0.07894736842105264,0.00046131805157593125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adulterers,1.0,0.008620689655172414,0.26006191950464397,0.0,0.005956521739130435,0.0010875000000000001,0.03293045731801466,0.0003012263879050208,0.0018424618945380904,0.06976744186046512,0.0,0.00017851953307553768,0.990000000000002,0.0023357664233576644,0.4285714285714286,0.07894736842105264,0.0004527220630372493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Escape from Tomorrow,0.0,0.1748768472906404,0.2569659442724458,0.0005652173913043479,0.018782608695652174,0.0015265625000000001,0.0002229529684580859,0.0043668949240690536,0.00378085362325461,0.0,0.015418066811622852,0.004714234054215005,0.9699999999999989,0.00372992700729927,0.4675324675324676,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Starsuckers,1.0,0.024630541871921183,0.29721362229102166,8.695652173913044e-05,0.01921739130434783,0.0009812500000000001,0.03293045731801466,0.00027755437313841796,0.0025626969987666164,0.0,0.0013836726625815379,9.518619541680728e-05,0.9299999999999997,0.0034598540145985403,0.7532467532467533,0.07894736842105264,0.0005816618911174786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hadza: Last of the First,1.0,0.0,0.19814241486068113,0.0,0.0009130434782608696,0.0015625,0.03293045731801466,0.0,0.002069343565848979,0.023255813953488372,0.0,0.00015471000803018612,0.9800000000000004,0.002467153284671533,0.7532467532467533,0.07894736842105264,1.4326647564469915e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
After,1.0,0.04064039408866995,0.2569659442724458,0.00017391304347826088,0.011217391304347827,0.0008171875,0.03293045731801466,0.0021861105636957695,0.0023647465472873175,0.0,0.005139355603874284,0.00015471000803018612,0.9600000000000009,0.0028102189781021897,0.49350649350649356,0.07894736842105264,0.002865329512893983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Treachery,1.0,0.0049261083743842365,0.18575851393188855,0.00017391304347826088,0.08695652173913045,0.40625,0.03293045731801466,0.00020062032514695882,0.4323527172506205,0.11627906976744186,0.000790670092903736,0.00014875762676884826,0.9699999999999989,0.15328467153284672,0.2987012987012987,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Walter,1.0,0.011083743842364532,0.2693498452012384,0.00030434782608695655,0.03965217391304348,0.00149375,0.03293045731801466,0.0008444991267985552,0.007258690786167832,0.046511627906976744,0.003558015418066812,0.0001666147705528619,0.990000000000002,0.006897810218978103,0.48051948051948046,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Top Hat,0.0,0.08004926108374384,0.22910216718266255,0.0004347826086956522,0.001,0.0009531250000000001,0.003944530671062636,0.00784964009660549,0.0012547013232226333,0.046511627906976744,0.0191737497529156,0.000144948102761592,0.19000000000000128,0.0012554744525547447,0.8051948051948051,0.01282051282051283,0.002865329512893983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Blair Witch Project,0.0,0.4421182266009852,0.22910216718266255,0.0008260869565217392,0.0016956521739130437,0.000265625,0.1847848803391917,0.11053706475302098,0.0006075556164633868,0.0,0.6718719114449496,1.4233810262612057e-05,0.8300000000000018,0.0012408759124087592,0.6233766233766234,0.010121457489878555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Woodstock,1.0,0.06403940886699508,0.6439628482972136,0.0006086956521739131,0.00591304347826087,0.000409375,0.0174881506638573,0.007472071461078178,0.001184657317314574,0.0,0.012255386440007909,0.00014280524550751037,0.5399999999999991,0.0016569343065693431,0.844155844155844,0.06882591093117411,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Kentucky Fried Movie,1.0,0.09975369458128079,0.23529411764705885,0.028,0.0004782608695652174,0.0001859375,0.03293045731801466,0.008231943135086127,0.0002893121983158985,0.0,0.021348092508400873,0.00015471000803018612,0.6099999999999994,0.00021167883211678832,0.6363636363636364,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercy Streets,1.0,0.01724137931034483,0.3065015479876161,0.0006956521739130435,0.011043478260869566,0.0009406250000000001,0.00022593650960018793,0.00026216756354012613,0.0019505732949613999,0.023255813953488372,0.00296501284838901,0.00014280524550751037,0.8399999999999999,0.0019416058394160585,0.5194805194805194,0.04520917678812417,3.4383954154727795e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broken Vessels,1.0,0.020935960591133007,0.2569659442724458,0.00017391304347826088,0.009478260869565217,0.0014359375000000001,1.7529126031451034e-05,0.000311286994180827,0.0034839279460356616,0.0,0.003558015418066812,0.00014280524550751037,0.8200000000000003,0.00518978102189781,0.6493506493506492,0.04520917678812417,0.00014613180515759313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crop Circles: Quest for Truth,1.0,0.01724137931034483,0.33436532507739936,0.00013043478260869567,0.0,0.0,0.03293045731801466,0.00011776827346384898,0.0,0.0,0.002372010278711208,0.00017851953307553768,0.8599999999999994,0.0,0.7012987012987012,0.07894736842105264,9.169054441260745e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light from the Darkroom,1.0,0.13177339901477833,0.2569659442724458,0.0,0.011782608695652175,0.0009296875000000001,0.03293045731801466,5.918003691650706e-07,0.002670808399189926,0.0,0.0,0.00014280524550751037,0.9800000000000004,0.003007299270072993,0.8311688311688311,0.07894736842105264,2.5787965616045845e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Irreplaceable,1.0,0.020935960591133007,0.2941176470588236,0.0005217391304347827,8.695652173913044e-05,0.0008453125,0.03293045731801466,0.00022725134175938697,0.0008420507666773256,0.046511627906976744,0.0,0.004714234054215005,1.0,5.839416058394161e-05,0.7272727272727273,0.07894736842105264,0.00010315186246418338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Hard Day's Night,0.0,0.12807881773399016,0.2476780185758514,0.0019130434782608696,0.030608695652173914,0.0012265625,0.0006769745580534353,0.018596734800643167,0.00386460189118816,0.023255813953488372,0.04309152006325361,0.00013328143548936976,0.4800000000000004,0.005291970802919708,0.7922077922077921,0.03846153846153848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Love Letters,1.0,0.003694581280788177,0.25077399380804954,0.0004782608695652174,0.009608695652173914,0.003125,0.03293045731801466,0.0002852477779375639,0.004561996558707536,0.023255813953488372,0.001581340185807472,0.0001309004829848346,0.6700000000000017,0.0031605839416058395,0.5844155844155844,0.07894736842105264,2.0057306590257882e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fireproof,1.0,0.0603448275862069,0.3560371517027864,0.025608695652173916,0.006521739130434783,0.001325,0.04398562385500117,0.010097889699063594,0.0017724178886300308,0.0,0.04230084997034987,0.00011899572046215883,0.9200000000000017,0.0011167883211678832,0.6363636363636364,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faith Connections,1.0,0.022167487684729065,0.33436532507739936,0.004130434782608696,0.0,0.0,0.03293045731801466,6.391443986982759e-05,0.0,0.023255813953488372,0.00039533504645186793,0.0001309004829848346,0.9699999999999989,0.0,0.7012987012987012,0.04520917678812417,0.00036103151862464187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Benji,1.0,0.0049261083743842365,0.24458204334365327,0.0010434782608695653,0.006173913043478261,0.0006359375,0.05200807670490984,0.0020156720573762292,0.0016597384008648914,0.0,0.00691836331290769,0.00011899572046215883,0.5800000000000018,0.0013795620437956205,0.5844155844155844,0.04520917678812417,0.00233810888252149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Open Water,1.0,0.2881773399014778,0.22291021671826627,0.000391304347826087,0.00030434782608695655,7.500000000000001e-05,0.040105840891906025,0.025004157397593384,0.00010202061730086947,0.023255813953488372,0.1808657837517296,0.00011899572046215883,0.870000000000001,7.299270072992701e-05,0.5324675324675324,0.04520917678812417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Kingdom of the Spiders,1.0,0.11576354679802955,0.2786377708978328,0.00034782608695652176,0.0009565217391304348,0.0006609375000000001,0.022353334544764118,0.0019345954068006146,0.0007857110227947559,0.0,0.01640640442775252,0.00011899572046215883,0.6099999999999994,0.00016788321167883211,0.5584415584415584,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mad Hot Ballroom,1.0,0.1022167487684729,0.303405572755418,8.695652173913044e-05,0.0,0.0,0.010578151036438341,0.0018647629632391363,0.0,0.046511627906976744,0.012650721486459775,0.004714234054215005,0.8900000000000006,0.0,0.7662337662337662,0.04520917678812417,0.001684813753581662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Station Agent,1.0,0.18842364532019704,0.2538699690402477,0.013478260869565219,0.025521739130434783,0.034375,0.0075465760653715555,0.034475330505711166,0.037182708266715395,0.0,0.05633524411939119,0.00011899572046215883,0.870000000000001,0.00608029197080292,0.7922077922077921,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To Save a Life,1.0,0.023399014778325126,0.34984520123839014,0.00013043478260869567,0.010173913043478262,0.0015375,0.004962094399070797,0.0027092620900376918,0.0039026692857034094,0.023255813953488372,0.010674046254200436,0.00023804334568891652,0.9299999999999997,0.005846715328467153,0.7142857142857142,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wordplay,1.0,0.10714285714285715,0.2693498452012384,0.00013043478260869567,8.695652173913044e-05,0.00030625,0.0040992514079628475,0.002005611451100423,0.000581669788193017,0.0,0.008302035975489229,0.004714234054215005,0.8999999999999986,0.001343065693430657,0.7532467532467533,0.032388663967611336,0.001988538681948424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyond the Mat,1.0,0.08497536945812809,0.31269349845201244,0.00026086956521739134,0.0018695652173913045,8.4375e-05,0.0026921665943891006,0.004015365504785002,0.0002954029814383385,0.06976744186046512,0.015615734334848787,0.00011899572046215883,0.8300000000000018,0.00032116788321167884,0.7792207792207791,0.04520917678812417,0.0014068767908309457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Singles Ward,1.0,0.0049261083743842365,0.2941176470588236,0.0,0.0006521739130434783,0.00010781250000000001,0.001644479488670752,0.0006474296038665869,0.00024515402067820874,0.0,0.010278711207748568,0.00011899572046215883,0.8599999999999994,0.0001751824817518248,0.6233766233766234,0.07894736842105264,0.00012320916905444125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osama,1.0,0.12807881773399016,0.23529411764705885,0.00026086956521739134,0.0,4.6875e-05,0.001482130932394016,0.004470459988672941,4.568087341829976e-05,0.023255813953488372,0.015022731765170983,1.0900476756262841e-05,0.870000000000001,0.0,0.7532467532467533,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sholem Aleichem: Laughing in the Darkness,1.0,0.034482758620689655,0.2662538699690402,0.0,0.002565217391304348,0.0006234375000000001,0.0011919753104804205,8.817825500559547e-05,0.0010049792152025947,0.023255813953488372,0.000790670092903736,0.00011899572046215883,0.9499999999999993,0.0012335766423357665,0.6753246753246752,1.0,0.0008223495702005731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Groove,1.0,0.05541871921182266,0.24458204334365327,0.00030434782608695655,0.0007391304347826087,0.0005125,0.0014658417707949152,0.0021050339131201547,0.0006197371827082668,0.0,0.014429729195493181,0.00011899572046215883,0.8399999999999999,0.00019708029197080293,0.6363636363636364,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The R.M.,1.0,0.002463054187192118,0.2910216718266254,0.0,0.0007391304347826087,0.00010781250000000001,0.0014614657351312238,0.0003823030384806354,0.00023601784599454876,0.0,0.006523028266455821,0.00011899572046215883,0.870000000000001,0.0002481751824817518,0.5714285714285714,0.07894736842105264,0.00012607449856733526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twin Falls Idaho,1.0,0.06527093596059114,0.32198142414860687,0.0015217391304347828,0.020956521739130436,0.00153125,0.0012954262136778108,0.0020559144824794542,0.004820854841411234,0.0,0.016999406997430324,0.00011899572046215883,0.8300000000000018,0.003686131386861314,0.7402597402597402,0.04520917678812417,0.0005157593123209169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mean Creek,1.0,0.1539408866995074,0.2569659442724458,0.000391304347826087,0.025869565217391307,0.0011093750000000001,0.0007939204294048111,0.015624713346696184,0.004042757297519529,0.0,0.0302431310535679,0.00011899572046215883,0.879999999999999,0.0046277372262773725,0.7402597402597402,0.04520917678812417,0.002865329512893983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hurricane Streets,0.0,0.019704433497536946,0.24458204334365327,0.008869565217391306,0.020608695652173915,0.0010296875,0.0004390223591819698,0.0006113297813475176,0.0035356996025764013,0.06976744186046512,0.003953350464518679,0.00011899572046215883,0.8099999999999987,0.0038613138686131388,0.6363636363636364,0.04520917678812417,0.00014613180515759313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Never Again,1.0,0.02955665024630542,0.281733746130031,0.0030869565217391307,0.028608695652173916,0.034375,0.00038830215976623506,0.00041662745989220947,0.037126368522832826,0.023255813953488372,0.006523028266455821,0.00011899572046215883,0.8500000000000014,0.007299270072992701,0.5714285714285714,0.04520917678812417,0.00039828080229226365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
